feature	depth	Nsites	totalNsites	propsites
genome	0	107431725	1108645000	0.0969036
genome	1	12328782	1108645000	0.0111206
genome	2	11017907	1108645000	0.00993817
genome	3	10952784	1108645000	0.00987943
genome	4	11530299	1108645000	0.0104004
genome	5	12567053	1108645000	0.0113355
genome	6	14119547	1108645000	0.0127359
genome	7	16023614	1108645000	0.0144533
genome	8	18278083	1108645000	0.0164869
genome	9	20600789	1108645000	0.018582
genome	10	22954477	1108645000	0.020705
genome	11	25143925	1108645000	0.0226799
genome	12	27132614	1108645000	0.0244737
genome	13	28988835	1108645000	0.026148
genome	14	30804000	1108645000	0.0277853
genome	15	32727843	1108645000	0.0295206
genome	16	34900445	1108645000	0.0314803
genome	17	37384886	1108645000	0.0337212
genome	18	40040802	1108645000	0.0361169
genome	19	42736850	1108645000	0.0385487
genome	20	45137094	1108645000	0.0407137
genome	21	47038828	1108645000	0.0424291
genome	22	48141058	1108645000	0.0434233
genome	23	48317245	1108645000	0.0435822
genome	24	47409385	1108645000	0.0427634
genome	25	45444295	1108645000	0.0409908
genome	26	42554556	1108645000	0.0383843
genome	27	38915779	1108645000	0.0351021
genome	28	34698265	1108645000	0.0312979
genome	29	30240179	1108645000	0.0272767
genome	30	25738142	1108645000	0.0232159
genome	31	21409246	1108645000	0.0193112
genome	32	17435044	1108645000	0.0157264
genome	33	13878795	1108645000	0.0125187
genome	34	10812712	1108645000	0.00975309
genome	35	8277837	1108645000	0.00746663
genome	36	6216172	1108645000	0.005607
genome	37	4589756	1108645000	0.00413997
genome	38	3336913	1108645000	0.0030099
genome	39	2403110	1108645000	0.00216761
genome	40	1716806	1108645000	0.00154856
genome	41	1224766	1108645000	0.00110474
genome	42	876523	1108645000	0.000790626
genome	43	633333	1108645000	0.000571268
genome	44	467418	1108645000	0.000421612
genome	45	355783	1108645000	0.000320917
genome	46	278889	1108645000	0.000251558
genome	47	224866	1108645000	0.00020283
genome	48	190166	1108645000	0.00017153
genome	49	164321	1108645000	0.000148218
genome	50	144573	1108645000	0.000130405
genome	51	128255	1108645000	0.000115686
genome	52	116893	1108645000	0.000105438
genome	53	108596	1108645000	9.79538e-05
genome	54	99383	1108645000	8.96437e-05
genome	55	91106	1108645000	8.21778e-05
genome	56	84545	1108645000	7.62598e-05
genome	57	78823	1108645000	7.10985e-05
genome	58	73526	1108645000	6.63206e-05
genome	59	68352	1108645000	6.16536e-05
genome	60	63347	1108645000	5.71391e-05
genome	61	60161	1108645000	5.42653e-05
genome	62	56432	1108645000	5.09018e-05
genome	63	52728	1108645000	4.75608e-05
genome	64	49544	1108645000	4.46888e-05
genome	65	46209	1108645000	4.16806e-05
genome	66	43464	1108645000	3.92046e-05
genome	67	40978	1108645000	3.69622e-05
genome	68	38659	1108645000	3.48705e-05
genome	69	36898	1108645000	3.32821e-05
genome	70	34592	1108645000	3.12021e-05
genome	71	32335	1108645000	2.91662e-05
genome	72	31737	1108645000	2.86268e-05
genome	73	30025	1108645000	2.70826e-05
genome	74	29139	1108645000	2.62834e-05
genome	75	26846	1108645000	2.42151e-05
genome	76	25784	1108645000	2.32572e-05
genome	77	24282	1108645000	2.19024e-05
genome	78	23525	1108645000	2.12196e-05
genome	79	22322	1108645000	2.01345e-05
genome	80	21147	1108645000	1.90746e-05
genome	81	20467	1108645000	1.84613e-05
genome	82	19458	1108645000	1.75512e-05
genome	83	18889	1108645000	1.70379e-05
genome	84	18132	1108645000	1.63551e-05
genome	85	17187	1108645000	1.55027e-05
genome	86	16464	1108645000	1.48506e-05
genome	87	15922	1108645000	1.43617e-05
genome	88	15231	1108645000	1.37384e-05
genome	89	15318	1108645000	1.38169e-05
genome	90	14665	1108645000	1.32279e-05
genome	91	14342	1108645000	1.29365e-05
genome	92	14232	1108645000	1.28373e-05
genome	93	13515	1108645000	1.21906e-05
genome	94	13461	1108645000	1.21418e-05
genome	95	13380	1108645000	1.20688e-05
genome	96	12543	1108645000	1.13138e-05
genome	97	12260	1108645000	1.10585e-05
genome	98	11535	1108645000	1.04046e-05
genome	99	11187	1108645000	1.00907e-05
genome	100	11164	1108645000	1.00699e-05
genome	101	10666	1108645000	9.62075e-06
genome	102	10469	1108645000	9.44306e-06
genome	103	10210	1108645000	9.20944e-06
genome	104	9764	1108645000	8.80715e-06
