feature	depth	Nsites	totalNsites	propsites
genome	0	115426685	1108645000	0.104115
genome	1	15241294	1108645000	0.0137477
genome	2	13858917	1108645000	0.0125008
genome	3	13872797	1108645000	0.0125133
genome	4	14752798	1108645000	0.0133071
genome	5	16258602	1108645000	0.0146653
genome	6	18444185	1108645000	0.0166367
genome	7	21379481	1108645000	0.0192843
genome	8	25155315	1108645000	0.0226901
genome	9	29791410	1108645000	0.0268719
genome	10	35186192	1108645000	0.031738
genome	11	41160204	1108645000	0.0371266
genome	12	47419881	1108645000	0.0427728
genome	13	53454723	1108645000	0.0482163
genome	14	58701213	1108645000	0.0529486
genome	15	62543170	1108645000	0.0564141
genome	16	64589198	1108645000	0.0582596
genome	17	64611483	1108645000	0.0582797
genome	18	62563331	1108645000	0.0564323
genome	19	58610148	1108645000	0.0528665
genome	20	53149248	1108645000	0.0479407
genome	21	46696619	1108645000	0.0421204
genome	22	39746798	1108645000	0.0358517
genome	23	32779491	1108645000	0.0295672
genome	24	26274212	1108645000	0.0236994
genome	25	20454557	1108645000	0.01845
genome	26	15484614	1108645000	0.0139672
genome	27	11426017	1108645000	0.0103063
genome	28	8238180	1108645000	0.00743085
genome	29	5799722	1108645000	0.00523136
genome	30	4010067	1108645000	0.00361709
genome	31	2735482	1108645000	0.00246741
genome	32	1854836	1108645000	0.00167307
genome	33	1248160	1108645000	0.00112584
genome	34	849736	1108645000	0.000766464
genome	35	591362	1108645000	0.00053341
genome	36	425995	1108645000	0.000384248
genome	37	318567	1108645000	0.000287348
genome	38	250749	1108645000	0.000226176
genome	39	207063	1108645000	0.000186771
genome	40	176904	1108645000	0.000159568
genome	41	154083	1108645000	0.000138983
genome	42	136468	1108645000	0.000123094
genome	43	124364	1108645000	0.000112177
genome	44	113064	1108645000	0.000101984
genome	45	102143	1108645000	9.21332e-05
genome	46	93912	1108645000	8.47088e-05
genome	47	85978	1108645000	7.75523e-05
genome	48	79735	1108645000	7.19211e-05
genome	49	73559	1108645000	6.63504e-05
genome	50	69207	1108645000	6.24248e-05
genome	51	64286	1108645000	5.79861e-05
genome	52	60659	1108645000	5.47145e-05
genome	53	57122	1108645000	5.15242e-05
genome	54	53966	1108645000	4.86774e-05
genome	55	50322	1108645000	4.53905e-05
genome	56	47701	1108645000	4.30264e-05
genome	57	45655	1108645000	4.11809e-05
genome	58	43765	1108645000	3.94761e-05
genome	59	40425	1108645000	3.64634e-05
genome	60	38992	1108645000	3.51709e-05
genome	61	36792	1108645000	3.31865e-05
genome	62	35113	1108645000	3.1672e-05
genome	63	33371	1108645000	3.01007e-05
genome	64	30812	1108645000	2.77925e-05
genome	65	29856	1108645000	2.69302e-05
genome	66	28457	1108645000	2.56683e-05
genome	67	27480	1108645000	2.4787e-05
genome	68	26494	1108645000	2.38976e-05
genome	69	24721	1108645000	2.22984e-05
genome	70	24359	1108645000	2.19719e-05
genome	71	22726	1108645000	2.04989e-05
genome	72	21769	1108645000	1.96357e-05
genome	73	20957	1108645000	1.89033e-05
genome	74	20006	1108645000	1.80455e-05
genome	75	19618	1108645000	1.76955e-05
genome	76	18341	1108645000	1.65436e-05
genome	77	17515	1108645000	1.57986e-05
genome	78	17745	1108645000	1.6006e-05
genome	79	17241	1108645000	1.55514e-05
genome	80	16586	1108645000	1.49606e-05
genome	81	16377	1108645000	1.47721e-05
genome	82	15747	1108645000	1.42038e-05
genome	83	14934	1108645000	1.34705e-05
genome	84	14356	1108645000	1.29491e-05
genome	85	13602	1108645000	1.2269e-05
genome	86	13298	1108645000	1.19948e-05
genome	87	13142	1108645000	1.18541e-05
genome	88	12615	1108645000	1.13788e-05
genome	89	12494	1108645000	1.12696e-05
genome	90	12010	1108645000	1.0833e-05
genome	91	11314	1108645000	1.02053e-05
genome	92	11423	1108645000	1.03036e-05
genome	93	11025	1108645000	9.94457e-06
genome	94	10384	1108645000	9.36639e-06
genome	95	10316	1108645000	9.30505e-06
genome	96	9914	1108645000	8.94245e-06
genome	97	9789	1108645000	8.8297e-06
genome	98	9457	1108645000	8.53023e-06
genome	99	9164	1108645000	8.26595e-06
genome	100	9354	1108645000	8.43733e-06
genome	101	9074	1108645000	8.18477e-06
genome	102	8178	1108645000	7.37657e-06
genome	103	8062	1108645000	7.27194e-06
genome	104	7441	1108645000	6.7118e-06
genome	105	7443	1108645000	6.7136e-06
genome	106	7660	1108645000	6.90934e-06
genome	107	7463	1108645000	6.73164e-06
genome	108	7435	1108645000	6.70638e-06
genome	109	6982	1108645000	6.29778e-06
genome	110	6707	1108645000	6.04973e-06
genome	111	6443	1108645000	5.8116e-06
genome	112	6575	1108645000	5.93066e-06
genome	113	6441	1108645000	5.80979e-06
genome	114	6214	1108645000	5.60504e-06
genome	115	6060	1108645000	5.46613e-06
genome	116	5822	1108645000	5.25146e-06
genome	117	5756	1108645000	5.19192e-06
genome	118	5650	1108645000	5.09631e-06
genome	119	5669	1108645000	5.11345e-06
genome	120	5809	1108645000	5.23973e-06
genome	121	5491	1108645000	4.95289e-06
genome	122	5351	1108645000	4.82661e-06
genome	123	5226	1108645000	4.71386e-06
genome	124	5405	1108645000	4.87532e-06
genome	125	4934	1108645000	4.45048e-06
genome	126	5071	1108645000	4.57405e-06
genome	127	4681	1108645000	4.22227e-06
genome	128	4669	1108645000	4.21145e-06
genome	129	4639	1108645000	4.18439e-06
genome	130	4550	1108645000	4.10411e-06
genome	131	4645	1108645000	4.1898e-06
genome	132	4157	1108645000	3.74962e-06
genome	133	4096	1108645000	3.6946e-06
genome	134	4317	1108645000	3.89394e-06
genome	135	4128	1108645000	3.72346e-06
genome	136	3927	1108645000	3.54216e-06
genome	137	3965	1108645000	3.57644e-06
genome	138	3877	1108645000	3.49706e-06
genome	139	3889	1108645000	3.50789e-06
genome	140	3779	1108645000	3.40867e-06
genome	141	3710	1108645000	3.34643e-06
genome	142	3584	1108645000	3.23278e-06
genome	143	3712	1108645000	3.34823e-06
genome	144	3570	1108645000	3.22015e-06
genome	145	3449	1108645000	3.111e-06
genome	146	3559	1108645000	3.21023e-06
genome	147	3505	1108645000	3.16152e-06
genome	148	3367	1108645000	3.03704e-06
genome	149	3271	1108645000	2.95045e-06
genome	150	3193	1108645000	2.88009e-06
genome	151	3205	1108645000	2.89092e-06
genome	152	3169	1108645000	2.85844e-06
genome	153	2979	1108645000	2.68706e-06
genome	154	2806	1108645000	2.53102e-06
genome	155	2708	1108645000	2.44262e-06
genome	156	2758	1108645000	2.48772e-06
genome	157	2806	1108645000	2.53102e-06
genome	158	2759	1108645000	2.48862e-06
genome	159	2547	1108645000	2.2974e-06
genome	160	2647	1108645000	2.3876e-06
genome	161	2445	1108645000	2.20539e-06
genome	162	2463	1108645000	2.22163e-06
genome	163	2351	1108645000	2.12061e-06
genome	164	2394	1108645000	2.15939e-06
genome	165	2394	1108645000	2.15939e-06
genome	166	2385	1108645000	2.15127e-06
genome	167	2510	1108645000	2.26402e-06
genome	168	2329	1108645000	2.10076e-06
genome	169	2241	1108645000	2.02139e-06
genome	170	2164	1108645000	1.95193e-06
genome	171	2297	1108645000	2.0719e-06
genome	172	2317	1108645000	2.08994e-06
genome	173	2268	1108645000	2.04574e-06
genome	174	2279	1108645000	2.05566e-06
genome	175	2154	1108645000	1.94291e-06
genome	176	2140	1108645000	1.93028e-06
genome	177	2139	1108645000	1.92938e-06
genome	178	1984	1108645000	1.78957e-06
genome	179	1894	1108645000	1.70839e-06
genome	180	1785	1108645000	1.61007e-06
genome	181	1958	1108645000	1.76612e-06
genome	182	1894	1108645000	1.70839e-06
genome	183	1971	1108645000	1.77785e-06
genome	184	1880	1108645000	1.69576e-06
genome	185	1803	1108645000	1.62631e-06
genome	186	1649	1108645000	1.4874e-06
genome	187	1668	1108645000	1.50454e-06
genome	188	1706	1108645000	1.53882e-06
genome	189	1616	1108645000	1.45764e-06
genome	190	1586	1108645000	1.43058e-06
genome	191	1618	1108645000	1.45944e-06
genome	192	1584	1108645000	1.42877e-06
genome	193	1514	1108645000	1.36563e-06
genome	194	1577	1108645000	1.42246e-06
genome	195	1646	1108645000	1.4847e-06
genome	196	1572	1108645000	1.41795e-06
genome	197	1482	1108645000	1.33677e-06
genome	198	1472	1108645000	1.32775e-06
genome	199	1414	1108645000	1.27543e-06
genome	200	1462	1108645000	1.31873e-06
genome	201	1539	1108645000	1.38818e-06
genome	202	1458	1108645000	1.31512e-06
genome	203	1572	1108645000	1.41795e-06
genome	204	1481	1108645000	1.33586e-06
genome	205	1521	1108645000	1.37195e-06
genome	206	1523	1108645000	1.37375e-06
genome	207	1409	1108645000	1.27092e-06
genome	208	1475	1108645000	1.33045e-06
genome	209	1464	1108645000	1.32053e-06
genome	210	1394	1108645000	1.25739e-06
genome	211	1326	1108645000	1.19605e-06
genome	212	1332	1108645000	1.20147e-06
genome	213	1264	1108645000	1.14013e-06
genome	214	1296	1108645000	1.16899e-06
genome	215	1295	1108645000	1.16809e-06
genome	216	1277	1108645000	1.15186e-06
genome	217	1145	1108645000	1.03279e-06
genome	218	1154	1108645000	1.04091e-06
genome	219	1144	1108645000	1.03189e-06
genome	220	1083	1108645000	9.76868e-07
genome	221	1116	1108645000	1.00663e-06
genome	222	1240	1108645000	1.11848e-06
genome	223	1171	1108645000	1.05624e-06
genome	224	1247	1108645000	1.1248e-06
genome	225	1150	1108645000	1.0373e-06
genome	226	1211	1108645000	1.09232e-06
genome	227	1247	1108645000	1.1248e-06
genome	228	1198	1108645000	1.0806e-06
genome	229	1025	1108645000	9.24552e-07
genome	230	1068	1108645000	9.63338e-07
genome	231	1087	1108645000	9.80476e-07
genome	232	1060	1108645000	9.56122e-07
genome	233	1124	1108645000	1.01385e-06
genome	234	1091	1108645000	9.84084e-07
genome	235	1059	1108645000	9.5522e-07
genome	236	1125	1108645000	1.01475e-06
genome	237	1020	1108645000	9.20042e-07
genome	238	1034	1108645000	9.3267e-07
genome	239	990	1108645000	8.92982e-07
genome	240	941	1108645000	8.48784e-07
genome	241	944	1108645000	8.5149e-07
genome	242	928	1108645000	8.37058e-07
genome	243	955	1108645000	8.61412e-07
genome	244	937	1108645000	8.45176e-07
genome	245	927	1108645000	8.36156e-07
genome	246	973	1108645000	8.77648e-07
genome	247	1020	1108645000	9.20042e-07
genome	248	995	1108645000	8.97492e-07
genome	249	919	1108645000	8.2894e-07
genome	250	923	1108645000	8.32548e-07
genome	251	857	1108645000	7.73016e-07
genome	252	898	1108645000	8.09998e-07
genome	253	944	1108645000	8.5149e-07
genome	254	967	1108645000	8.72236e-07
genome	255	903	1108645000	8.14508e-07
genome	256	833	1108645000	7.51368e-07
genome	257	942	1108645000	8.49686e-07
genome	258	959	1108645000	8.6502e-07
genome	259	953	1108645000	8.59608e-07
genome	260	947	1108645000	8.54196e-07
genome	261	906	1108645000	8.17214e-07
genome	262	857	1108645000	7.73016e-07
genome	263	998	1108645000	9.00198e-07
genome	264	846	1108645000	7.63094e-07
genome	265	861	1108645000	7.76624e-07
genome	266	859	1108645000	7.7482e-07
genome	267	836	1108645000	7.54074e-07
genome	268	897	1108645000	8.09096e-07
genome	269	904	1108645000	8.1541e-07
genome	270	852	1108645000	7.68506e-07
genome	271	827	1108645000	7.45956e-07
genome	272	837	1108645000	7.54976e-07
genome	273	832	1108645000	7.50466e-07
genome	274	850	1108645000	7.66702e-07
genome	275	858	1108645000	7.73918e-07
genome	276	841	1108645000	7.58584e-07
genome	277	785	1108645000	7.08072e-07
genome	278	845	1108645000	7.62192e-07
genome	279	845	1108645000	7.62192e-07
genome	280	742	1108645000	6.69285e-07
genome	281	768	1108645000	6.92738e-07
genome	282	725	1108645000	6.53951e-07
genome	283	753	1108645000	6.79208e-07
genome	284	770	1108645000	6.94542e-07
genome	285	702	1108645000	6.33205e-07
genome	286	646	1108645000	5.82693e-07
genome	287	717	1108645000	6.46735e-07
genome	288	703	1108645000	6.34107e-07
genome	289	651	1108645000	5.87203e-07
genome	290	689	1108645000	6.21479e-07
genome	291	642	1108645000	5.79085e-07
genome	292	696	1108645000	6.27793e-07
genome	293	716	1108645000	6.45833e-07
genome	294	700	1108645000	6.31401e-07
genome	295	647	1108645000	5.83595e-07
genome	296	701	1108645000	6.32303e-07
genome	297	648	1108645000	5.84497e-07
genome	298	667	1108645000	6.01635e-07
genome	299	682	1108645000	6.15165e-07
genome	300	621	1108645000	5.60143e-07
genome	301	609	1108645000	5.49319e-07
genome	302	614	1108645000	5.53829e-07
genome	303	562	1108645000	5.06925e-07
genome	304	610	1108645000	5.50221e-07
genome	305	603	1108645000	5.43907e-07
genome	306	602	1108645000	5.43005e-07
genome	307	612	1108645000	5.52025e-07
genome	308	575	1108645000	5.18651e-07
