feature	depth	Nsites	totalNsites	propsites
genome	511	370	1108645000	3.33741e-07
genome	512	342	1108645000	3.08485e-07
genome	513	371	1108645000	3.34643e-07
genome	514	319	1108645000	2.87739e-07
genome	515	341	1108645000	3.07583e-07
genome	516	340	1108645000	3.06681e-07
genome	517	357	1108645000	3.22015e-07
genome	518	349	1108645000	3.14799e-07
genome	519	343	1108645000	3.09387e-07
genome	520	362	1108645000	3.26525e-07
genome	521	319	1108645000	2.87739e-07
genome	522	326	1108645000	2.94053e-07
genome	523	325	1108645000	2.93151e-07
genome	524	324	1108645000	2.92249e-07
genome	525	315	1108645000	2.84131e-07
genome	526	309	1108645000	2.78719e-07
genome	527	308	1108645000	2.77817e-07
genome	528	360	1108645000	3.24721e-07
genome	529	329	1108645000	2.96759e-07
genome	530	391	1108645000	3.52683e-07
genome	531	344	1108645000	3.10289e-07
genome	532	344	1108645000	3.10289e-07
genome	533	341	1108645000	3.07583e-07
genome	534	336	1108645000	3.03073e-07
genome	535	251	1108645000	2.26403e-07
genome	536	333	1108645000	3.00367e-07
genome	537	297	1108645000	2.67895e-07
genome	538	294	1108645000	2.65189e-07
genome	539	318	1108645000	2.86837e-07
genome	540	311	1108645000	2.80523e-07
genome	541	310	1108645000	2.79621e-07
genome	542	319	1108645000	2.87739e-07
genome	543	284	1108645000	2.56169e-07
genome	544	315	1108645000	2.84131e-07
genome	545	312	1108645000	2.81425e-07
genome	546	349	1108645000	3.14799e-07
genome	547	330	1108645000	2.97661e-07
genome	548	337	1108645000	3.03975e-07
genome	549	314	1108645000	2.83229e-07
genome	550	335	1108645000	3.02171e-07
genome	551	384	1108645000	3.46369e-07
genome	552	331	1108645000	2.98563e-07
genome	553	302	1108645000	2.72405e-07
genome	554	286	1108645000	2.57973e-07
genome	555	252	1108645000	2.27304e-07
genome	556	288	1108645000	2.59777e-07
genome	557	244	1108645000	2.20088e-07
genome	558	275	1108645000	2.48051e-07
genome	559	274	1108645000	2.47149e-07
genome	560	310	1108645000	2.79621e-07
genome	561	265	1108645000	2.39031e-07
genome	562	250	1108645000	2.25501e-07
genome	563	260	1108645000	2.34521e-07
genome	564	245	1108645000	2.2099e-07
genome	565	252	1108645000	2.27304e-07
genome	566	277	1108645000	2.49855e-07
genome	567	241	1108645000	2.17382e-07
genome	568	246	1108645000	2.21892e-07
genome	569	242	1108645000	2.18284e-07
genome	570	247	1108645000	2.22794e-07
genome	571	285	1108645000	2.57071e-07
genome	572	235	1108645000	2.1197e-07
genome	573	276	1108645000	2.48953e-07
genome	574	280	1108645000	2.52561e-07
genome	575	301	1108645000	2.71503e-07
genome	576	290	1108645000	2.61581e-07
genome	577	322	1108645000	2.90445e-07
genome	578	318	1108645000	2.86837e-07
genome	579	309	1108645000	2.78719e-07
genome	580	305	1108645000	2.75111e-07
genome	581	278	1108645000	2.50757e-07
genome	582	271	1108645000	2.44443e-07
genome	583	277	1108645000	2.49855e-07
genome	584	290	1108645000	2.61581e-07
genome	585	266	1108645000	2.39933e-07
genome	586	275	1108645000	2.48051e-07
genome	587	303	1108645000	2.73307e-07
genome	588	314	1108645000	2.83229e-07
genome	589	238	1108645000	2.14676e-07
genome	590	317	1108645000	2.85935e-07
genome	591	287	1108645000	2.58875e-07
genome	592	286	1108645000	2.57973e-07
genome	593	340	1108645000	3.06681e-07
genome	594	269	1108645000	2.42639e-07
genome	595	297	1108645000	2.67895e-07
genome	596	228	1108645000	2.05656e-07
genome	597	279	1108645000	2.51659e-07
genome	598	264	1108645000	2.38129e-07
genome	599	284	1108645000	2.56169e-07
genome	600	267	1108645000	2.40835e-07
genome	601	256	1108645000	2.30913e-07
genome	602	215	1108645000	1.9393e-07
genome	603	278	1108645000	2.50757e-07
genome	604	229	1108645000	2.06558e-07
genome	605	258	1108645000	2.32717e-07
genome	606	251	1108645000	2.26403e-07
genome	607	246	1108645000	2.21892e-07
genome	608	235	1108645000	2.1197e-07
genome	609	252	1108645000	2.27304e-07
genome	610	263	1108645000	2.37227e-07
genome	611	244	1108645000	2.20088e-07
genome	612	243	1108645000	2.19186e-07
genome	613	250	1108645000	2.25501e-07
genome	614	245	1108645000	2.2099e-07
genome	615	254	1108645000	2.29109e-07
genome	616	335	1108645000	3.02171e-07
genome	617	238	1108645000	2.14676e-07
genome	618	214	1108645000	1.93028e-07
genome	619	237	1108645000	2.13774e-07
genome	620	251	1108645000	2.26403e-07
genome	621	249	1108645000	2.24598e-07
genome	622	204	1108645000	1.84008e-07
genome	623	235	1108645000	2.1197e-07
genome	624	226	1108645000	2.03852e-07
genome	625	262	1108645000	2.36325e-07
genome	626	211	1108645000	1.90322e-07
genome	627	205	1108645000	1.8491e-07
genome	628	222	1108645000	2.00244e-07
genome	629	234	1108645000	2.11068e-07
genome	630	221	1108645000	1.99342e-07
genome	631	223	1108645000	2.01146e-07
genome	632	220	1108645000	1.9844e-07
genome	633	200	1108645000	1.804e-07
genome	634	229	1108645000	2.06558e-07
genome	635	188	1108645000	1.69576e-07
genome	636	184	1108645000	1.65968e-07
genome	637	194	1108645000	1.74988e-07
genome	638	200	1108645000	1.804e-07
genome	639	225	1108645000	2.0295e-07
genome	640	193	1108645000	1.74086e-07
