feature	depth	Nsites	totalNsites	propsites
genome	0	107325168	1108645000	0.0968075
genome	1	12541157	1108645000	0.0113121
genome	2	11265287	1108645000	0.0101613
genome	3	11320310	1108645000	0.0102109
genome	4	12022477	1108645000	0.0108443
genome	5	13245054	1108645000	0.0119471
genome	6	14973788	1108645000	0.0135064
genome	7	17135729	1108645000	0.0154565
genome	8	19604289	1108645000	0.0176831
genome	9	22119218	1108645000	0.0199516
genome	10	24601918	1108645000	0.022191
genome	11	26876876	1108645000	0.024243
genome	12	28942140	1108645000	0.0261059
genome	13	30903900	1108645000	0.0278754
genome	14	32922000	1108645000	0.0296957
genome	15	35131797	1108645000	0.031689
genome	16	37625901	1108645000	0.0339386
genome	17	40358174	1108645000	0.0364032
genome	18	43142897	1108645000	0.038915
genome	19	45739247	1108645000	0.0412569
genome	20	47867549	1108645000	0.0431766
genome	21	49273357	1108645000	0.0444447
genome	22	49696664	1108645000	0.0448265
genome	23	48994134	1108645000	0.0441928
genome	24	47133629	1108645000	0.0425146
genome	25	44255387	1108645000	0.0399184
genome	26	40505292	1108645000	0.0365359
genome	27	36149407	1108645000	0.0326068
genome	28	31461274	1108645000	0.0283781
genome	29	26748193	1108645000	0.0241269
genome	30	22197710	1108645000	0.0200224
genome	31	17979598	1108645000	0.0162176
genome	32	14249848	1108645000	0.0128534
genome	33	11036083	1108645000	0.00995457
genome	34	8375730	1108645000	0.00755493
genome	35	6254190	1108645000	0.00564129
genome	36	4571141	1108645000	0.00412318
genome	37	3290237	1108645000	0.0029678
genome	38	2342042	1108645000	0.00211253
genome	39	1652149	1108645000	0.00149024
genome	40	1161827	1108645000	0.00104797
genome	41	823421	1108645000	0.000742727
genome	42	588159	1108645000	0.000530521
genome	43	430116	1108645000	0.000387965
genome	44	323216	1108645000	0.000291541
genome	45	250080	1108645000	0.000225573
genome	46	203187	1108645000	0.000183275
genome	47	168808	1108645000	0.000152265
genome	48	146097	1108645000	0.00013178
genome	49	128896	1108645000	0.000116264
genome	50	115712	1108645000	0.000104372
genome	51	105107	1108645000	9.48067e-05
genome	52	96897	1108645000	8.74013e-05
genome	53	88760	1108645000	8.00617e-05
genome	54	82451	1108645000	7.4371e-05
genome	55	76228	1108645000	6.87578e-05
genome	56	70678	1108645000	6.37517e-05
genome	57	66216	1108645000	5.9727e-05
genome	58	62008	1108645000	5.59313e-05
genome	59	57549	1108645000	5.19093e-05
genome	60	53077	1108645000	4.78756e-05
genome	61	49905	1108645000	4.50144e-05
genome	62	47019	1108645000	4.24112e-05
genome	63	44355	1108645000	4.00083e-05
genome	64	42104	1108645000	3.79779e-05
genome	65	40269	1108645000	3.63227e-05
genome	66	38064	1108645000	3.43338e-05
genome	67	35176	1108645000	3.17288e-05
genome	68	34033	1108645000	3.06978e-05
genome	69	32058	1108645000	2.89164e-05
genome	70	31188	1108645000	2.81316e-05
genome	71	29289	1108645000	2.64187e-05
genome	72	28501	1108645000	2.5708e-05
genome	73	27330	1108645000	2.46517e-05
genome	74	25696	1108645000	2.31778e-05
genome	75	23984	1108645000	2.16336e-05
genome	76	23273	1108645000	2.09923e-05
genome	77	22749	1108645000	2.05196e-05
genome	78	22016	1108645000	1.98585e-05
genome	79	21027	1108645000	1.89664e-05
genome	80	20278	1108645000	1.82908e-05
