feature	depth	Nsites	totalNsites	propsites
genome	0	117946684	1108645000	0.106388
genome	1	17588439	1108645000	0.0158648
genome	2	16658565	1108645000	0.0150261
genome	3	17579579	1108645000	0.0158568
genome	4	19725365	1108645000	0.0177923
genome	5	23038826	1108645000	0.0207811
genome	6	27588187	1108645000	0.0248846
genome	7	33472511	1108645000	0.0301923
genome	8	40478521	1108645000	0.0365117
genome	9	48233735	1108645000	0.0435069
genome	10	56208106	1108645000	0.0506998
genome	11	63467913	1108645000	0.0572482
genome	12	69175094	1108645000	0.0623961
genome	13	72541515	1108645000	0.0654326
genome	14	73151049	1108645000	0.0659824
genome	15	70810855	1108645000	0.0638715
genome	16	65847285	1108645000	0.0593944
genome	17	58867368	1108645000	0.0530985
genome	18	50594896	1108645000	0.0456367
genome	19	41831105	1108645000	0.0377317
genome	20	33366617	1108645000	0.0300968
genome	21	25667705	1108645000	0.0231523
genome	22	19111320	1108645000	0.0172384
genome	23	13777723	1108645000	0.0124275
genome	24	9648670	1108645000	0.00870312
genome	25	6583243	1108645000	0.0059381
genome	26	4379404	1108645000	0.00395023
genome	27	2870301	1108645000	0.00258902
genome	28	1862170	1108645000	0.00167968
genome	29	1214912	1108645000	0.00109585
genome	30	804940	1108645000	0.000726058
genome	31	551547	1108645000	0.000497497
genome	32	397159	1108645000	0.000358238
genome	33	299337	1108645000	0.000270003
genome	34	240568	1108645000	0.000216993
genome	35	199432	1108645000	0.000179888
genome	36	172597	1108645000	0.000155683
genome	37	151141	1108645000	0.000136329
genome	38	136241	1108645000	0.00012289
genome	39	121545	1108645000	0.000109634
genome	40	109159	1108645000	9.84616e-05
genome	41	99922	1108645000	9.01298e-05
genome	42	91770	1108645000	8.27767e-05
genome	43	84410	1108645000	7.6138e-05
genome	44	77398	1108645000	6.98131e-05
genome	45	70818	1108645000	6.3878e-05
genome	46	65311	1108645000	5.89107e-05
genome	47	59874	1108645000	5.40065e-05
genome	48	57214	1108645000	5.16071e-05
genome	49	53025	1108645000	4.78287e-05
genome	50	49947	1108645000	4.50523e-05
genome	51	46748	1108645000	4.21668e-05
genome	52	44402	1108645000	4.00507e-05
genome	53	41681	1108645000	3.75963e-05
genome	54	40401	1108645000	3.64418e-05
genome	55	37473	1108645000	3.38007e-05
genome	56	35225	1108645000	3.1773e-05
genome	57	33515	1108645000	3.02306e-05
genome	58	31167	1108645000	2.81127e-05
genome	59	29459	1108645000	2.65721e-05
genome	60	27931	1108645000	2.51938e-05
genome	61	26308	1108645000	2.37299e-05
genome	62	25402	1108645000	2.29127e-05
genome	63	23519	1108645000	2.12142e-05
genome	64	22705	1108645000	2.048e-05
genome	65	21428	1108645000	1.93281e-05
genome	66	20808	1108645000	1.87689e-05
genome	67	20224	1108645000	1.82421e-05
genome	68	18496	1108645000	1.66834e-05
genome	69	18150	1108645000	1.63713e-05
genome	70	17694	1108645000	1.596e-05
genome	71	16240	1108645000	1.46485e-05
genome	72	15310	1108645000	1.38097e-05
genome	73	15002	1108645000	1.35318e-05
genome	74	14422	1108645000	1.30087e-05
genome	75	14202	1108645000	1.28102e-05
genome	76	13773	1108645000	1.24233e-05
genome	77	13829	1108645000	1.24738e-05
genome	78	13003	1108645000	1.17287e-05
genome	79	12724	1108645000	1.14771e-05
genome	80	12338	1108645000	1.11289e-05
genome	81	11580	1108645000	1.04452e-05
genome	82	11392	1108645000	1.02756e-05
genome	83	11079	1108645000	9.99328e-06
genome	84	11126	1108645000	1.00357e-05
genome	85	10873	1108645000	9.80747e-06
genome	86	10259	1108645000	9.25364e-06
genome	87	9795	1108645000	8.83511e-06
genome	88	9734	1108645000	8.78009e-06
genome	89	9338	1108645000	8.4229e-06
genome	90	9505	1108645000	8.57353e-06
genome	91	8800	1108645000	7.93762e-06
genome	92	8693	1108645000	7.8411e-06
genome	93	8427	1108645000	7.60117e-06
genome	94	8311	1108645000	7.49654e-06
genome	95	8111	1108645000	7.31614e-06
genome	96	7779	1108645000	7.01667e-06
genome	97	7580	1108645000	6.83718e-06
genome	98	7429	1108645000	6.70097e-06
genome	99	7535	1108645000	6.79659e-06
genome	100	7122	1108645000	6.42406e-06
genome	101	6929	1108645000	6.24997e-06
genome	102	6771	1108645000	6.10746e-06
genome	103	6419	1108645000	5.78995e-06
genome	104	6357	1108645000	5.73403e-06
genome	105	6360	1108645000	5.73673e-06
genome	106	6297	1108645000	5.67991e-06
genome	107	6181	1108645000	5.57527e-06
genome	108	5946	1108645000	5.3633e-06
genome	109	5649	1108645000	5.09541e-06
genome	110	5544	1108645000	5.0007e-06
genome	111	5592	1108645000	5.044e-06
genome	112	5265	1108645000	4.74904e-06
genome	113	5325	1108645000	4.80316e-06
genome	114	5167	1108645000	4.66064e-06
genome	115	5205	1108645000	4.69492e-06
