HOG,soft_chr,finalD
HOG_24396,AAAAA,1.6313151718350127e-08
HOG_24396,AAAA,0.9075277935726263
HOG_24396,AAAAA,1.6543708625249565e-09
HOG_24396,AAAAA,2.8911017579957843e-08
HOG_24396,AAAA,6.333357305265963e-08
HOG_24396,AAAA,0.42241160010848944
HOG_24396,AAAAA,4.206622179481201e-07
HOG_24396,AAAA,1.592288811148137
HOG_24396,AAAA,0.6867580931566408
HOG_24396,AAAA,0.0911976667930503
HOG_24396,AAAA,2.6929688719665137
HOG_24396,AAAA,5.8958643858313735
HOG_24396,XXXX,9.634459274820983e-08
HOG_24396,AAAAA,8.087386006396628
HOG_24396,AAAAA,3.969898898503743e-08
HOG_24396,AAAA,0.1222157215279367
HOG_24396,AAAAA,3.6446168327966006
HOG_24396,AAAA,3.228706191293895e-11
HOG_24396,AAAA,8.186780178220943e-07
HOG_24396,AAAAA,1.6986808348974591
HOG_24396,AAAA,0.0007227015735224995
HOG_24396,AAAA,6.655891060547219
HOG_24396,AAAAA,0.4947585823265399
HOG_24396,AAAAA,1.5518708096351475e-08
HOG_24396,AAAA,0.1694594550281181
HOG_24396,AAAAA,3.6871689423987846
HOG_24396,AAAAA,0.6924028609191737
HOG_24396,XXXXX,1.5776276995893568e-07
HOG_24396,AAAA,0.729165166079838
HOG_24396,AAAA,6.49378762095148
HOG_24396,AAAAA,2.3168831830844283e-07
HOG_24396,AAAAA,9.928044164553285e-08
HOG_24396,AAAA,5.388278623286169e-07
HOG_24396,AAAA,0.5445239851305814
HOG_24396,AAAA,0.35435895603586687
HOG_24396,AAAAA,0
HOG_24396,AAAAA,4.2740612116176635e-07
HOG_24396,AAAAA,4.034700396005064e-08
HOG_24396,AAAAA,0.23566322828628472
HOG_24396,AAAAA,0.5010500669595785
HOG_24396,AAAA,4.4482058615449205
HOG_24396,XXXXX,1.0186340659856796e-10
HOG_24396,AAAAA,5.877682269783691e-07
HOG_24396,AAAA,2.1772575564682484e-07
HOG_24396,AAAAA,3.9512087823823094e-07
HOG_24396,AAAAA,4.0709346649236977e-07
HOG_24396,AAAAA,2.3058601072989404e-07
HOG_24396,AAAA,8.828010322758928e-09
HOG_24396,AAAA,1.0913936421275139e-11
HOG_24396,AAAAA,1.0950770956696942e-08
HOG_24396,AAAAA,4.880148480879143e-07
HOG_24396,AAAAA,0.2043973970294246
HOG_24396,AAAAA,9.930954547598958e-08
HOG_24396,AAAA,1.0091571311932057e-07
HOG_24396,AAAA,1.7430375010007992e-07
HOG_24396,AAAAA,3.6553953362727043
HOG_24396,AAAAA,5.8604200603440404e-08
HOG_24396,AAAAA,5.156252882443368e-07
HOG_24396,AAAAA,1.4097167877480388e-10
HOG_24396,AAAAA,2.000888343900442e-10
HOG_24396,AAAA,1.7637830751482397e-08
HOG_24396,AAAAA,1.7344973457511514e-08
HOG_24396,AAAA,1.4502354207725148
HOG_24396,AAAAA,8.094502845779061e-11
HOG_24396,AAAAA,0
HOG_24396,AAAAA,1.1977135727647692e-08
HOG_24396,AAAAA,1.4546033081314818
HOG_24396,AAAAA,0.7401400557264424
HOG_24396,AAAA,1.3269779336533247
HOG_24396,AAAA,6.019536158419214e-08
HOG_24396,AAAAA,1.3952103472547606e-08
HOG_24396,AAAAA,1.2232703738845885e-10
HOG_24396,AAAAA,1.0286385077051818e-09
HOG_24396,AAAAA,0.5898010498476651
HOG_24396,AAAAA,2.8657268558163196e-08
HOG_24396,AAAAA,4.281173460185528e-08
HOG_24396,AAAA,8.125425665639341e-09
HOG_24396,XXXXX,4.489356797421351e-07
HOG_24396,AAAA,0.045105093678103
HOG_24396,AAAA,0.3623886973837216
HOG_24396,AAAA,1.4850229490548372e-08
HOG_24396,AAAA,0.9369336948748241
HOG_24396,AAAA,0.23318785751507676
HOG_24396,AAAA,0.4517932404032763
HOG_24396,AAAA,3.072804916695304
HOG_24396,AAAAA,1.0777563699502934
HOG_24396,AAAA,2.955386384684971
HOG_24396,AAAA,3.480479090690096
HOG_24396,AAAA,1.3316821423359215e-08
HOG_24396,AAAA,0.008148788806465745
HOG_24396,AAAA,1.2770463297997594
HOG_24396,AAAAA,6.200252755661495e-09
HOG_24396,AAAAA,1.2342570698820055e-07
HOG_24396,AAAA,0.000885652230863343
HOG_24396,AAAA,0.8440731821697227
HOG_24396,AAAAA,2.0009429135825485e-07
HOG_24396,XXXX,2.6436138257522543
HOG_24396,AAAAA,8.493771019857377e-08
HOG_24396,XXXX,3.3751348382793367e-09
HOG_24396,XXXX,0.5440066467258475
HOG_24396,AAAA,1.8630089471116662e-08
HOG_24396,AAAAA,0.008923796862291056
HOG_24396,AAAA,3.3378455555066466e-09
HOG_24396,XXXXX,1.3020635093453166
HOG_24396,AAAAA,0.6411253260412195
HOG_24396,AAAAA,1.0187708459125133
HOG_24396,AAAAA,6.866684998385608e-11
HOG_24396,AAAAA,0.10074612791504478
HOG_24396,AAAA,6.053505785530433e-08
HOG_24396,XXXXX,4.14638634538278e-09
HOG_24396,AAAAA,2.2075255401432514e-08
HOG_24396,AAAAA,0
HOG_24396,AAAA,7.945345714688301e-09
HOG_24396,AAAA,0.7621545691772553
HOG_24396,AAAA,1.7003405021023354
HOG_24396,AAAA,1.5547656755406933
HOG_24396,AAAA,0.11598376285746781
HOG_24396,AAAAA,9.190175660478417e-07
HOG_24396,AAAA,2.219167072325945e-10
HOG_24396,AAAA,0.32722334766367567
HOG_24396,AAAA,1.7976162780541927e-09
HOG_24396,XXXXX,0.3531462070877751
HOG_24396,AAAAA,1.3024530271395633
HOG_24396,AAAAA,0.037558533669653116
HOG_24396,AAAA,5.025485734222457e-07
HOG_24396,AAAAA,2.692193494697676
HOG_24396,AAAA,1.6439116734545678e-09
HOG_24396,AAAA,9.704308467917144e-09
HOG_24396,AAAAA,2.7685018721967936e-09
HOG_24396,AAAA,0.5641999830859277
HOG_24396,AAAA,0.45414133308804594
HOG_24396,AAAA,1.6094045367390208
HOG_24396,AAAAA,0.2248864731318463
HOG_24396,AAAAA,0.009693603222331149
HOG_24396,AAAA,1.6591457097092643e-09
HOG_24396,AAAA,7.293974704225548e-07
HOG_24396,AAAAA,3.0372348192031495e-08
HOG_24396,AAAAA,2.1167207016342218
HOG_24396,AAAA,2.9678631108254194e-08
HOG_24396,AAAAA,2.7284841053187847e-12
HOG_24396,AAAAA,8.486495062243193e-09
HOG_24396,AAAA,0.26508566677512135
HOG_24396,AAAAA,1.5972930646476016
HOG_24396,AAAA,1.189224601472688
HOG_24396,AAAAA,4.272806108929217e-08
HOG_24396,AAAAA,7.539711077697575e-10
HOG_24396,AAAA,3.48354660673067e-08
HOG_24396,AAAAA,1.0487383406143636e-08
HOG_24396,AAAA,0.2509879109338726
HOG_24396,AAAAA,1.0926578397629783e-07
HOG_24396,AAAAA,5.944457370787859e-09
HOG_24396,XXXX,0.7127992666005412
HOG_24396,AAAAA,1.8748551156022586e-08
HOG_24396,AAAAA,4.4495664042187855e-07
HOG_24396,AAAA,0.7914234379459231
HOG_24396,AAAA,6.074114935472608e-07
HOG_24396,AAAAA,0.9930802801954997
HOG_24396,AAAAA,0.8062928320377978
HOG_24396,AAAA,2.578099156380631e-08
HOG_24396,XXXXX,0.036087634829527815
HOG_24396,AAAAA,0.052165739483825746
HOG_24396,XXXX,8.162351150531322e-08
HOG_24396,AAAA,0.16323586201724538
HOG_24396,AAAA,8.029928721953183e-08
HOG_24396,AAAA,3.866261977236718e-09
HOG_24396,AAAA,1.0596502911375865
HOG_24396,AAAAA,6.107302397140302e-08
HOG_24396,AAAAA,9.313862392446026e-07
HOG_24396,AAAAA,9.881705409497954e-08
HOG_24396,AAAAA,0.24492220631327655
HOG_24396,AAAAA,1.2389136827550828e-08
HOG_24396,AAAA,2.566139301052317e-09
HOG_24396,AAAA,6.664140528300777e-08
HOG_24396,AAAA,0.00654454632785928
HOG_24396,AAAAA,1.5033128875074908e-07
HOG_24396,AAAA,3.6598066799342632e-09
HOG_24396,AAAAA,0.008754848377066082
HOG_24396,XXXXX,4.578905858174039
HOG_24396,AAAAA,1.8726495909504592e-09
HOG_24396,AAAA,1.4551915228366852e-10
HOG_24396,AAAAA,1.648171416574769
HOG_24396,AAAAA,6.893897079862654e-07
HOG_24396,AAAA,5.153506208444014e-07
HOG_24396,AAAAA,5.174433681531809e-08
HOG_24396,AAAAA,1.851230697309802
HOG_24396,AAAAA,1.1368683772161603e-12
HOG_24396,AAAAA,3.3360265661031008e-09
HOG_24396,AAAAA,5.638867150992155e-11
HOG_24396,AAAAA,1.9039180187974125e-07
HOG_24396,AAAAA,1.965413503057789e-07
HOG_24396,AAAA,0.0004966597589373123
HOG_24396,AAAA,4.702360456576571e-08
HOG_24396,AAAAA,1.3916405805503018e-08
HOG_24396,XXXX,0
HOG_24396,AAAAA,5.7229044614359736e-08
HOG_24396,AAAA,0.25353905509655306
HOG_24396,AAAA,1.8189894035458565e-12
HOG_24396,AAAAA,3.0348201107699424e-07
HOG_24396,AAAA,0.49963226074578415
HOG_24396,AAAAA,3.226054316286536
HOG_24396,AAAA,2.438829074746536
HOG_24396,AAAAA,1.248281478183344e-10
HOG_24396,AAAAA,5.531228453037329e-08
HOG_24396,AAAAA,0
HOG_24396,XXXXX,9.1313268058002e-10
HOG_24396,AAAA,2.161104725810219
HOG_24396,AAAAA,2.5328021779937444
HOG_24396,AAAAA,1.031053216138389e-07
HOG_24396,AAAA,2.089418558171019e-07
HOG_24396,AAAA,0.0013119010072841775
HOG_24396,XXXX,0.011975387018537731
HOG_24396,AAAA,3.5652192309498787e-10
HOG_24396,AAAA,5.265010258881375e-07
HOG_24396,XXXXX,5.469815720516635
HOG_24396,AAAAA,3.2759999157860875e-09
HOG_24396,AAAAA,1.2253258319105953e-07
HOG_24396,AAAAA,1.5060033849676984
HOG_24396,AAAAA,3.4722754517606518
HOG_24396,AAAAA,1.0913936421275139e-11
HOG_24396,AAAAA,4.745561454910785e-07
HOG_24396,AAAA,8.450152563455049e-06
HOG_24396,AAAAA,0.42077006699400954
HOG_24396,AAAA,2.802953531499952e-07
HOG_24396,AAAA,1.43712370155572
HOG_24396,AAAAA,5.57520252186805e-09
HOG_24396,AAAAA,0.2757442354563864
HOG_24396,AAAAA,0.010300318794179475
HOG_24396,AAAA,4.54884539606519
HOG_24396,AAAAA,4.205576260574162e-07
HOG_24396,AAAA,0.23920057126360916
HOG_24396,AAAA,0.9332692407260765
HOG_24396,XXXX,4.414869181346148e-08
HOG_24396,AAAAA,2.6805636620601945
HOG_24396,AAAAA,3.80236997443717e-09
HOG_24396,AAAAA,5.676156433764845e-09
HOG_24396,AAAAA,3.637978807091713e-09
HOG_24396,AAAA,0.11794872179052618
HOG_24396,AAAAA,1.3161843526177108e-07
HOG_24396,AAAAA,0.04269676270632772
HOG_24396,AAAAA,7.814196578692645e-08
HOG_24396,AAAA,0.8620135593209852
HOG_24396,AAAA,0.14746772862781654
HOG_24396,AAAAA,1.34245396192091
HOG_24396,AAAA,2.091837814077735e-11
HOG_24396,AAAAA,1.6528792912140489e-07
HOG_24396,AAAAA,4.135536073590629e-07
HOG_24396,XXXX,0.00648938252197695
HOG_24396,AAAA,5.056790541857481e-10
HOG_24396,AAAA,0.8785692907840712
HOG_24396,AAAA,1.4766121955617564
HOG_24396,AAAAA,0.008985812093669665
HOG_24396,AAAAA,1.4408215065486729e-08
HOG_24396,AAAA,0.07641156280533323
HOG_24396,AAAA,4.2264218791387975e-09
HOG_24396,AAAA,9.824543667491525e-08
HOG_24396,AAAA,9.319956006947905e-07
HOG_24396,AAAAA,1.1084648576797917e-07
HOG_24396,AAAA,0
HOG_24396,AAAAA,0.05054101784298837
HOG_24396,AAAA,1.6432307896320708
HOG_24396,AAAAA,7.231028575915843e-08
HOG_24396,AAAA,0.8611022821405641
HOG_24396,AAAAA,1.8715389151184354
HOG_24396,AAAA,4.7202775022014976e-09
HOG_24396,AAAAA,0.0028959302271687193
HOG_24396,AAAA,9.262694220524281e-07
HOG_24396,AAAA,2.497472451068461e-09
HOG_24396,AAAAA,0.007497373151636566
HOG_24396,AAAA,1.2650510068906442
HOG_24396,AAAA,0.10774232133371697
HOG_24396,AAAAA,3.5961420508101583e-09
HOG_24396,AAAA,4.730814785605617
HOG_24396,AAAAA,3.9108272176235914e-11
HOG_24396,AAAA,3.381501301191747e-09
HOG_24396,AAAAA,5.948095349594951e-09
HOG_24396,AAAA,2.942215360235423e-09
HOG_24396,AAAAA,3.5307964859248386
HOG_24396,AAAAA,7.343260222114623e-09
HOG_24396,AAAAA,0.2161029885210155
HOG_24396,AAAA,0.15958939879237732
HOG_24396,AAAA,0
HOG_24396,AAAA,0.008845750937325647
HOG_24396,AAAA,2.1827872842550278e-11
HOG_24396,XXXXX,2.7057467377744615e-09
HOG_24396,AAAA,1.6370904631912708e-10
HOG_24396,AAAAA,6.664822649327107e-07
HOG_24396,AAAAA,3.3651303965598345e-11
HOG_24396,AAAAA,5.557012627832592e-10
HOG_24396,AAAA,0.013908603723393753
HOG_24396,AAAAA,3.2430398277938366e-07
HOG_24396,AAAA,8.857678039930761e-07
HOG_24396,AAAA,0.2651223792508972
HOG_24396,AAAAA,9.229806892108172e-07
HOG_24396,AAAA,6.963273335713893e-08
HOG_24396,AAAAA,9.094947017729282e-13
HOG_24396,XXXXX,4.158185013041475
HOG_24396,AAAAA,1.6882151826011977
HOG_24396,AAAA,1.8608261598274112e-09
HOG_24396,AAAA,0.05629220366699883
HOG_24396,AAAA,3.601553544285707e-07
HOG_24396,AAAAA,4.320099833421409e-10
HOG_24396,AAAAA,2.754013621597551e-07
HOG_24396,AAAAA,4.065441316924989e-07
HOG_24396,AAAAA,1.4549151167302625
HOG_24396,AAAA,1.3914157948129287
HOG_24396,AAAAA,0
HOG_24396,AAAA,0.08837551866145077
HOG_24396,AAAA,6.702066457364708e-09
HOG_24396,AAAAA,6.322534318314865e-08
HOG_24396,AAAA,0.06348801049171016
HOG_24396,AAAA,4.7137291403487325e-08
HOG_24396,AAAAA,3.92221509076262
HOG_24396,AAAA,8.324605005327612e-09
HOG_24396,AAAAA,0.334333357259311
HOG_24396,AAAA,1.1814154277089983e-07
HOG_24396,AAAA,7.081143849063665e-08
HOG_24396,AAAA,4.98089320899453e-07
HOG_24396,AAAA,1.8960236047860235e-07
HOG_24396,AAAA,4.561115929391235e-09
HOG_24396,AAAAA,6.175469025038183e-09
HOG_24396,AAAAA,1.934267856995575e-07
HOG_24396,AAAA,0.2019968798949776
HOG_24396,AAAAA,4.798521331395023e-07
HOG_24396,AAAAA,1.3069438864476979e-09
HOG_24396,AAAA,5.5822056310717016e-08
HOG_24396,AAAA,2.7400390674920345
HOG_24396,AAAAA,1.5024943422758952e-07
HOG_24396,AAAAA,2.2864696802571416e-08
HOG_24396,AAAA,4.3405634642113e-10
HOG_24396,AAAAA,4.161629476584494e-07
HOG_24396,AAAAA,5.4569682106375694e-12
HOG_24396,AAAA,1.3749922800343484e-07
HOG_24396,AAAA,2.615734765664456
HOG_24396,AAAAA,2.872438926715404e-07
HOG_24396,AAAAA,3.9169026422314346e-07
HOG_24396,AAAA,1.0783323855521303
HOG_24396,AAAA,6.37073753750883e-08
HOG_24396,AAAAA,7.541475497419015e-07
HOG_24396,AAAAA,1.3701820039955237
HOG_24396,AAAA,6.000482244417071e-08
HOG_24396,AAAAA,0.3705387515419716
HOG_24396,AAAA,0.48948067861965683
HOG_24396,AAAAA,4.18367562815547e-11
HOG_24396,XXXXX,0.11850308265275089
HOG_24396,AAAAA,3.589320840546861e-08
HOG_24396,AAAA,7.428106982843019e-07
HOG_24396,AAAAA,8.809365681372583e-08
HOG_24396,AAAAA,0.6398543276627606
HOG_24396,AAAAA,0.4877626394645631
HOG_24396,AAAA,4.816683940589428e-09
HOG_24396,AAAAA,7.86208147474099e-07
HOG_24396,AAAAA,1.3727003533858806e-08
HOG_24396,AAAAA,2.637721211652206
HOG_24396,AAAAA,4.3655745685100555e-11
HOG_24396,AAAA,8.36735125631094e-11
HOG_24396,AAAA,0.26734018843944796
HOG_24396,AAAA,4.9112713895738125e-11
HOG_24396,AAAA,1.8885088775823533
HOG_24396,AAAA,7.938298949738964e-06
HOG_24396,AAAAA,6.831305654486641e-08
HOG_24396,XXXX,4.470865322933605
HOG_24396,AAAAA,1.6978992789518088e-07
HOG_24396,AAAAA,1.4551915228366852e-11
HOG_24396,AAAA,3.688091965159401e-08
HOG_24396,AAAA,0.2989225798255575
HOG_24396,AAAA,0.21662954703242576
HOG_24396,AAAA,1.0214777522742224
HOG_24396,AAAAA,0.21018643729985342
HOG_24396,AAAA,0.6126736170799632
HOG_24396,AAAA,1.7971459220834731
HOG_24396,AAAA,1.1548763723112643e-08
HOG_24396,XXXX,8.439747034572065e-07
HOG_24396,AAAAA,0.7865293775948885
HOG_24396,AAAAA,1.3455137377604842e-06
HOG_24396,AAAA,0.5838553314843011
HOG_24396,AAAA,0.011403216986764164
HOG_24396,XXXX,1.5915156836854294e-07
HOG_24396,AAAAA,2.826558752984056
HOG_24396,AAAA,4.29173612494742
HOG_24396,AAAA,6.043592293281108e-09
HOG_24396,AAAAA,6.821210263296962e-11
HOG_24396,XXXXX,6.2119750440951975
HOG_24396,AAAAA,9.425057214684784e-07
HOG_24396,AAAAA,2.4283508537337184e-10
HOG_24396,AAAAA,1.3438693713396788e-08
HOG_24396,AAAAA,0.5711113155630301
HOG_24396,AAAAA,3.943123374483548e-07
HOG_24396,AAAA,3.5539324017008767e-07
HOG_24396,AAAAA,1.2146301742177457e-08
HOG_24396,AAAAA,1.895332232371402
HOG_24396,AAAA,1.0823289283198392
HOG_24396,AAAA,9.726136340759695e-09
HOG_24396,AAAAA,2.1047526388429105e-07
HOG_24396,AAAAA,1.3240143661423645
HOG_24396,AAAA,0
HOG_24396,AAAAA,7.1902441805887065
HOG_24396,AAAAA,4.756820999318734e-07
HOG_24396,AAAA,1.4839315554127097e-08
HOG_24396,AAAA,0
HOG_24396,AAAAA,0.4768730908208454
HOG_24396,AAAA,2.2737367544323206e-11
HOG_24396,AAAAA,2.6842626510260743
HOG_24396,AAAAA,12.146062303912913
HOG_24396,XXXXX,8.094502845779061e-11
HOG_24396,AAAA,9.042914825840853e-07
HOG_24396,XXXX,0.29707183096525114
HOG_24396,XXXXX,8.077176971710287e-07
HOG_24396,AAAA,2.966649475227314
HOG_24396,AAAA,0.2157776336207462
HOG_24396,AAAA,4.84335032524541e-07
HOG_24396,AAAA,9.104041964747012e-10
HOG_24396,AAAA,2.6008093043101326
HOG_24396,AAAAA,0.07455418975314387
